major_coordinate,path_row_zero_based,reference_flow,raw_solution
0,0,400.0,99.99999999989599
1,1,400.0,99.99999999958797
2,2,2000.0,499.9999999977431
3,3,800.0000000035942,199.9984824067451
4,5,1199.9999996515796,299.99999990347396
5,7,1999.9999995894905,499.99219892190246
6,10,3199.99999965158,799.9982057952626
7,12,2000.000000015934,499.9271545643462
8,16,5199.9999999911615,1299.9284647554039
9,24,2000.000000005058,499.9445999840049
10,26,800.0,199.99999999898594
11,27,2000.0,499.9999999983108
12,28,1200.0000000218772,297.90086914789106
13,36,1999.9999999394304,495.9719781050217
14,43,1500.835734951696,499.83998374757897
15,58,1600.0000000077064,399.8499768703686
16,61,399.99999944816494,99.9043844974494
17,72,1200.0000000646708,298.89007857610846
18,79,1199.9999997709403,299.0466831521539
19,88,400.0000000061394,95.42669250363296
20,92,912.9510362166766,376.6323016991699
21,102,1199.9999999647655,297.84870376078425
22,106,400.0,99.99999969895006
23,107,400.0,99.99999999989701
24,108,400.0000000047401,99.98575337867572
25,111,800.0000000042451,199.99999999756966
26,112,400.0,99.99999984926386
27,113,1600.0,399.99999990363517
28,114,800.0,199.9999993785952
29,115,1600.0,399.9999994161782
30,119,800.0000000204141,199.99298181097663
31,126,2400.0000000426644,599.9837852327599
32,128,800.0000000520805,199.83266079679638
33,135,400.0000000047401,99.99665742481785
34,137,1200.00000000474,299.9999999980488
35,140,400.00000006699975,97.4478110066124
36,152,400.0000000357226,98.9998982102118
37,159,1149.3675851789326,399.9245756826525
38,161,501.7287580179012,199.93860226230262
39,165,399.9999999236288,99.97810609035017
40,167,399.9999999286763,99.87825074589243
41,178,400.0000000538551,99.89335235335236
42,181,400.0,99.99999999957083
43,182,400.00000000474006,99.99222948166883
44,184,800.0,199.99999999815515
45,185,400.0,99.99999999584273
46,187,1165.8229839221794,299.96197726659244
47,189,379.1681407645896,99.94280006654401
48,192,771.8548878515248,199.95570681661806
49,193,400.0,99.99999998200637
50,194,1199.999999962028,299.9130567395194
51,198,1200.0000000050582,299.9381891770641
52,200,800.0,199.99999999939797
53,201,400.0,99.9999999987228
54,202,400.0000000102205,98.7657943899898
55,208,399.9999999370023,94.88206669384404
56,220,476.5656917626145,199.6762768577997
57,230,400.0000000077353,99.76776476858038
58,235,206.9772881656993,85.53193282133842
59,244,399.9999999572996,97.87113736386848
60,247,2000.0,499.9999999978903
61,249,800.000000004245,199.99871933823292
62,250,800.0,199.9999999983195
63,251,2000.0,499.99999999768755
64,252,1600.0,399.9999999454498
65,253,1600.0,399.99999942040984
66,254,2800.0,699.9999994579928
67,255,2800.0,699.9999999838512
68,256,4799.999999947761,1199.9880442512233
69,258,5600.0,1399.9999999908812
70,259,2400.000000006716,599.9858237782903
71,261,2400.000000006716,599.9891663515245
72,263,2000.0,499.9999999393638
73,265,1999.999999926256,497.9706412305781
74,271,2617.4931061998545,799.8994717227303
75,279,1999.9999999944891,499.00586228540976
76,284,399.9999998477351,99.97076369308883
77,292,799.9999999291678,198.99982065634146
78,298,1199.9999997604289,296.80898397843976
79,308,800.000000006803,195.1738688010971
80,320,1599.9999997512537,395.2929474557035
81,329,1999.9999988303084,498.1974357978172
82,331,800.0000000056029,198.14836522937722
83,334,800.0000000035942,199.99999999518246
84,336,400.0,99.99999985108288
85,337,400.0,99.99999999573257
86,338,2000.0,499.99999999741306
87,339,800.0,199.99999994776226
88,340,800.0,199.99999942272228
89,341,2000.0,499.9999994603053
90,342,3200.0,799.9999999861636
91,343,4000.0,999.9999999805675
92,344,2000.0,499.99999998829423
93,345,800.0000000067155,199.98734136432694
94,347,800.0000000067155,199.99068393756116
95,349,400.0000000072165,99.5681989355168
96,351,800.0000000005007,199.02882898704135
97,359,1499.5483461271149,499.99468853071636
98,365,800.0000000359468,199.9873045050528
99,370,400.0000000048133,99.02720619472854
100,378,399.9999997993963,99.72327217671713
101,388,400.0000000121448,95.99170973198889
102,397,799.9999999516186,196.05231874912482
103,408,399.9999988806344,93.78207362012334
104,417,1199.99999965158,299.9857532799273
105,419,1600.0,399.9999999033206
106,421,1161.580142342642,299.9105521591931
107,422,1600.0,399.99999994304176
108,423,800.0,199.99999994562867
109,424,1600.0,399.99999947496
110,425,3200.0,799.999999512543
111,426,1600.0000000067778,399.9988263063077
112,429,3200.0000000239493,799.9961755205671
113,432,1600.0000000162786,399.98989039618226
114,437,768.313532667298,199.96671349164646
115,440,772.6744651980292,199.96732397757063
116,444,400.0000000726718,98.17111484329808
117,457,800.0000000357226,198.99989830669435
118,464,3002.148019566724,899.9131484446477
119,466,1502.6589637036031,499.920771471965
120,468,399.99999991254106,99.99358866684811
121,472,800.0000000110878,199.98822294976316
122,473,1199.9999999206086,299.9329730527731
123,476,399.9999999104521,99.7149681459831
124,486,799.9999999143763,199.87959723849792
125,500,399.9999988862695,96.80293417071049
126,507,400.0000000633146,96.46913189098237
127,516,1999.9999995894905,499.97382400459975
128,519,800.0,199.9999993659736
129,521,374.15242998673926,99.8942880031695
130,523,1600.0,399.9999994056947
131,524,800.0,199.99999940828164
132,525,1600.0,399.99999946265297
133,526,4000.0,999.9999999614898
134,528,2400.00000003206,599.9908737900779
135,532,7600.000000003872,1899.9984431629105
136,538,2000.0000000339771,499.9685690729474
137,546,2758.436658539623,699.1095746552378
138,550,1599.9999997148716,397.5325406590356
139,561,777.3106546656647,197.89095982385155
140,571,1989.167459343508,499.94771975797244
141,577,5600.0,1399.9999999992601
142,578,4000.000000003872,999.9969248753897
143,580,800.0,199.99999999954136
144,582,1600.000000012964,399.99200935918157
145,584,2000.0,499.99999999702044
146,585,799.9999999918474,199.94677012103858
147,589,2000.0000000060727,499.9868058373132
148,593,800.0000000304689,196.79998015189915
149,603,399.9999999905448,96.72527887664914
150,612,3199.99999965158,799.9851501655895
151,614,1600.0,399.99999940448373
152,616,767.0889023771562,199.91352749676855
153,617,2800.0,699.9999994442048
154,618,2000.0,499.9999994467918
155,619,3200.0,799.9999995011631
156,620,4000.0,999.9999999624171
157,621,3200.00000002501,799.9922319950151
158,627,6400.00000001496,1599.999762828141
159,631,3200.0000000462187,799.9621301263257
160,638,2356.200882912961,599.9457884372168
161,646,2364.137592246716,598.3276022610517
162,656,1577.0985941389051,398.1978048461009
163,664,2389.151312425054,599.9556087656605
164,667,8800.0,2199.999999927722
165,668,4951.421130424114,1399.9552589433238
166,670,1200.0,299.9999999619584
167,673,2800.000000011088,699.9918106781141
168,674,3599.999999920609,899.9365607811998
169,677,1599.9999999230722,399.7290804328376
170,687,1999.999999947094,499.89370952517254
171,697,1199.9999999366796,296.7695592279088
172,707,799.9999998846697,197.50068982293186
173,717,2000.000000015375,499.97911315229345
174,724,800.000000020388,199.9904791923983
175,725,400.0,99.99999997913523
176,726,2800.0,699.9999999808157
177,727,3200.0,799.9999999834026
178,728,1600.000000006749,399.99999993116325
179,731,2400.0000000319324,599.9882289955854
180,735,3200.000000024948,799.9905270929848
181,739,11200.0,2799.999999994404
182,740,5600.0,1399.9999999830843
183,742,2400.000000014077,599.9817019114946
184,745,2400.0000000540635,595.9371594938481
185,754,2399.999999993176,599.5670084204774
186,755,3600.0,899.999999989297
187,756,5600.0,1399.9999999739152
188,758,3600.000000007696,899.9996560207403
189,760,800.0000000074825,199.9965570994885
190,762,1600.000000004386,399.9968542993403
191,769,2400.0000000714217,599.7879873921838
192,774,1200.0000000396676,297.12827757108636
193,782,2800.0000000082923,699.9985874338474
194,788,2000.0000000290595,496.26000318300095
195,799,800.0000000457153,193.3237414375473
196,804,5140.003470744872,1299.8096481160444
197,818,2400.0000000421155,599.9650215788148
198,819,1178.19562557913,299.8918469631121
199,823,4725.101984745219,1199.974933098981
200,825,4000.0,999.9999999767546
201,827,3200.000000023863,799.9845311484912
202,830,7600.000000003872,1899.990872149922
203,834,6400.000000014812,1599.9886137454707
204,835,11200.0,2799.9999999933516
205,836,16000.0,3999.9999999886804
206,837,8000.0,1999.9999999752142
207,842,7600.000000039524,1895.9442632897494
208,845,6990.079317541908,2083.723590038471
209,846,16000.0,3999.999999994893
210,847,17600.0,4399.999999979512
211,849,15600.000000007694,3899.9984824008543
212,850,2800.0,699.9999999792366
213,852,7200.0000000043865,1799.9945070539745
214,854,3219.429020175908,1314.4824864894758
215,856,6778.441003851113,1185.3908865595968
216,859,4800.000000008293,1199.981209759523
217,861,10400.0,2599.9999999920747
218,863,4043.201746972681,647.9894493613423
219,864,2241.697412528792,1120.1474419683657
220,867,1177.3241611324445,698.407688347403
221,877,2000.0000000050943,499.9999999933154
222,881,800.0000000522027,199.9758746229546
223,887,1200.0000000050943,299.9999999937906
224,889,6000.0,1499.9999999954819
225,890,2000.0,499.99999999316964
226,891,1600.0000000163996,399.9935425384384
227,899,2000.0000000333912,499.05827467158815
228,903,3200.0000000458617,799.0486045565158
229,907,5600.0,1399.9999999869792
230,908,15600.0,3899.999999993627
231,909,5600.0,1399.9999999865338
232,910,4000.0,999.9999999858587
233,911,6400.0,1599.9999999484826
234,913,5400.339294544151,1386.81929906729
235,914,5600.0,1399.9999999731388
236,916,4000.000000017846,999.0709689724081
237,919,399.9999999816256,99.99784054740259
238,923,1499.009619741184,389.65560882595986
239,931,1433.5416698878337,584.0433026725483
240,936,841.6619593853438,375.63461922088595
241,943,3807.5139706321816,1065.4125791193458
242,946,5200.0,1299.9999999205907
243,947,2400.000000005338,599.9999998879898
244,949,800.0,199.99999999890858
245,950,400.00000000474006,99.99293238526234
246,952,800.0,199.99999999933777
247,953,2400.000000006699,599.9285657982492
248,955,800.0000000066992,199.92533293747553
249,959,772.9259050627319,199.8984014331803
250,966,2658.612014684016,698.1372331659105
251,973,2357.519789360549,599.6501332124126
252,977,2400.000000014158,599.85160231738
253,979,8000.0,1999.999999979031
254,980,5600.0,1399.9999999854035
255,981,5200.0,1299.9999999993247
256,982,2799.9999997812533,699.2458617017493
257,987,2696.612892297187,686.513380091358
258,992,2799.9999999085467,698.7904198792947
259,998,2400.000000050932,596.6637661915879
260,1008,799.9999996195875,198.81695758433733
261,1022,1119.5863501213385,287.95169300516596
262,1027,1599.9999999935844,394.2667948564913
263,1037,1199.9999999987824,299.23269065232404
264,1039,1729.4715503420682,673.316439926978
265,1043,2800.0,699.99999966919
266,1044,2000.0,499.9999996999641
267,1045,2000.0,499.99999999813014
268,1046,1200.00000000474,299.99496706673546
269,1048,400.0,99.99999999855932
270,1049,2400.000000006699,599.9306004797244
271,1051,800.0000000066992,199.92736761895065
272,1055,777.0009338217183,199.6870518213048
273,1059,1599.9999997335644,397.29906471482093
274,1074,2364.419419318024,597.9917609899691
275,1080,2400.0000000546797,596.9970248150305
276,1091,7600.000000039973,1897.1022850135955
277,1093,4000.0,999.999999984625
278,1094,5200.0,1299.9999999992217
279,1096,2399.999998484005,599.242518635387
280,1100,2799.999995452002,697.9274489090205
281,1104,2400.000000012581,596.805993066988
282,1119,2000.0000000516463,495.892186253702
283,1121,399.9999998664969,97.28410609568918
284,1137,1199.999995436638,296.2220647540618
285,1140,2399.999999963354,598.2953036681542
286,1145,2400.0,599.9999995754883
287,1146,3520.2017395641824,1.5245567814704129e-09
288,1147,1679.7982604358172,1299.9999996153472
289,1148,3200.0,799.9999996698652
290,1149,3200.0,799.9999997006394
291,1150,1200.000000022041,298.56985573078464
292,1158,400.0000000676204,96.49465769692961
293,1165,400.0000000102767,98.59703400937984
294,1168,2000.0,499.9999999603849
295,1169,400.0000000073357,99.99209547998191
296,1171,400.00000007569776,96.78326874814577
297,1183,795.7175721977803,194.99010765872427
298,1196,1595.661157659102,396.427532813991
299,1203,2399.999999997932,599.4913679507229
300,1204,2143.804243656407,1063.3410995989982
301,1205,6256.1957563435935,1036.6589003595323
302,1206,6400.0,1599.999999964903
303,1207,2799.999999740476,698.6009234887042
304,1210,2392.966598002253,596.0287951820382
305,1211,5200.0,1299.9999999692795
306,1212,2800.000000018628,698.8981855460559
307,1216,2800.000000008682,699.9954073870308
308,1220,395.8679419488997,92.90041130165673
309,1228,1200.0,299.99999996669993
310,1229,1995.6496447668444,493.33362791153877
311,1237,1262.961647167325,385.5041826831503
312,1241,4556.971240827851,1190.7592507554443
313,1243,4400.0,1099.999999972108
314,1244,1600.0,399.9999999395576
315,1248,1961.7361221051583,497.64204138147505
316,1259,400.0000000107161,99.82946769874586
317,1268,381.69113946667153,97.65674486296483
