o_zone_id,d_zone_id,volume,reconstructed_flow,raw_residual,audit_abs_tolerance,audit_pass
1,2,100.0,99.99999999991077,-8.922995675675338e-11,2e-06,True
1,3,100.0,99.99999999964834,-3.516618107823888e-10,2e-06,True
1,4,500.0,499.9999999981338,-1.866226284619188e-09,6e-06,True
1,5,200.0,199.99999999628474,-3.7152574350329814e-09,3e-06,True
1,6,300.0,299.99999992210064,-7.789935807522852e-08,4e-06,True
1,7,500.0,499.9999994925258,-5.074742261967913e-07,6e-06,True
1,8,800.0,799.9999995238786,-4.761213858728297e-07,9e-06,True
1,9,500.0,499.9999999883079,-1.16921228254796e-08,6e-06,True
1,10,1300.0,1299.9999999855129,-1.448711373086553e-08,1.4000000000000001e-05,True
1,11,500.0,499.99999999207927,-7.920732514321571e-09,6e-06,True
1,12,200.0,199.9999999991005,-8.99490260053426e-10,3e-06,True
1,13,500.0,499.9999999984994,-1.5006094145064708e-09,6e-06,True
1,14,300.0,299.99999995864147,-4.135853259867872e-08,4e-06,True
1,15,500.0,499.99999998651185,-1.348814748780569e-08,6e-06,True
1,16,500.0,499.99999946654793,-5.334520665201126e-07,6e-06,True
1,17,400.0,399.9999999821025,-1.7897491488838568e-08,4.9999999999999996e-06,True
1,18,100.0,99.99999949220086,-5.077991431789997e-07,2e-06,True
1,19,300.0,299.9999999345178,-6.548219744217931e-08,4e-06,True
1,20,300.0,299.99999952563536,-4.7436464001293643e-07,4e-06,True
1,21,100.0,99.99999957208956,-4.2791043597389944e-07,2e-06,True
1,22,400.0,399.9999995895182,-4.104817890038248e-07,4.9999999999999996e-06,True
1,23,300.0,299.99999968994524,-3.100547587564506e-07,4e-06,True
1,24,100.0,99.9999997114875,-2.8851249567196646e-07,2e-06,True
2,1,100.0,99.99999999991098,-8.901679393602535e-11,2e-06,True
2,3,100.0,99.99999999957633,-4.2366821162431734e-10,2e-06,True
2,4,200.0,199.99999999805053,-1.9494734715408413e-09,3e-06,True
2,5,100.0,99.99999987866197,-1.2133803295455436e-07,2e-06,True
2,6,400.0,399.9999999221868,-7.781318345223553e-08,4.9999999999999996e-06,True
2,7,200.0,199.99999949258958,-5.0741041945912e-07,3e-06,True
2,8,400.0,399.9999995239412,-4.7605880126866396e-07,4.9999999999999996e-06,True
2,9,200.0,199.99999998816418,-1.1835822988359723e-08,3e-06,True
2,10,600.0,599.9999999853649,-1.4635133993579075e-08,7e-06,True
2,11,200.0,199.99999999207475,-7.925251566121005e-09,3e-06,True
2,12,100.0,99.99999999902582,-9.741825124365278e-10,2e-06,True
2,13,300.0,299.99999999841424,-1.5857608559599612e-09,4e-06,True
2,14,100.0,99.99999995854175,-4.1458250166215294e-08,2e-06,True
2,15,100.0,99.99999986760074,-1.3239926488495257e-07,2e-06,True
2,16,400.0,399.9999994665571,-5.33442914729676e-07,4.9999999999999996e-06,True
2,17,200.0,199.999999449243,-5.507569937890366e-07,3e-06,True
2,19,100.0,99.99999946769866,-5.323013425595491e-07,2e-06,True
2,20,100.0,99.99999949042214,-5.095778590202826e-07,2e-06,True
2,22,100.0,99.9999995737013,-4.262986976755201e-07,2e-06,True
3,1,100.0,99.99999999963715,-3.6284575344325276e-10,2e-06,True
3,2,100.0,99.99999999954592,-4.540794407148496e-10,2e-06,True
3,4,200.0,199.99999999847608,-1.523915216239402e-09,3e-06,True
3,5,100.0,99.9999999966363,-3.363695100233599e-09,2e-06,True
3,6,300.0,299.99999992172377,-7.827622994227568e-08,4e-06,True
3,7,100.0,99.9999994921341,-5.078659057744517e-07,2e-06,True
3,8,200.0,199.99999952347412,-4.765258836414432e-07,3e-06,True
3,9,100.0,99.99999998860721,-1.1392785381758586e-08,2e-06,True
3,10,300.0,299.9999999857781,-1.4221882338461e-08,4e-06,True
3,11,300.0,299.9999999924144,-7.585583716718247e-09,4e-06,True
3,12,200.0,199.99999999945683,-5.43167288924451e-10,3e-06,True
3,13,100.0,99.99999999883703,-1.1629737173279864e-09,2e-06,True
3,14,100.0,99.99999995893474,-4.10652631899211e-08,2e-06,True
3,15,100.0,99.99999998696359,-1.303641283811885e-08,2e-06,True
3,16,200.0,199.99999946608156,-5.339184383501561e-07,3e-06,True
3,17,100.0,99.99999998238721,-1.761279122547421e-08,2e-06,True
3,22,100.0,99.99999958250334,-4.1749666479518055e-07,2e-06,True
3,23,100.0,99.99999969020655,-3.097934495599475e-07,2e-06,True
4,1,500.0,499.99999999826696,-1.7330421542283148e-09,6e-06,True
4,2,200.0,199.99999999816518,-1.8348202956985915e-09,3e-06,True
4,3,200.0,199.9999999986204,-1.3795897757518105e-09,3e-06,True
4,5,500.0,499.9999999981883,-1.811713445931673e-09,6e-06,True
4,6,400.0,399.99999995482705,-4.517295337791438e-08,4.9999999999999996e-06,True
4,7,400.0,399.99999952523916,-4.7476083864239627e-07,4.9999999999999996e-06,True
4,8,700.0,699.9999995565955,-4.434044740264653e-07,8e-06,True
4,9,700.0,699.9999999901685,-9.831524039327633e-09,8e-06,True
4,10,1200.0,1199.9999999873407,-1.2659256753977388e-08,1.3000000000000001e-05,True
4,11,1400.0,1399.9999999939894,-6.0106231103418395e-09,1.5e-05,True
4,12,600.0,599.9999999980924,-1.9075514501309954e-09,7e-06,True
4,13,600.0,599.9999999974715,-2.528508957766462e-09,7e-06,True
4,14,500.0,499.99999995994006,-4.005994469480356e-08,6e-06,True
4,15,500.0,499.9999999872922,-1.2707801033684518e-08,6e-06,True
4,16,800.0,799.9999994993034,-5.006966148357606e-07,9e-06,True
4,17,500.0,499.9999999839541,-1.6045873962866608e-08,6e-06,True
4,18,100.0,99.99999952486,-4.7513999845705257e-07,2e-06,True
4,19,200.0,199.99999998477878,-1.5221218063743436e-08,3e-06,True
4,20,300.0,299.9999995234229,-4.765770995618368e-07,4e-06,True
4,21,200.0,199.99999957061513,-4.293848689940205e-07,3e-06,True
4,22,400.0,399.99999999321346,-6.786535777791869e-09,4.9999999999999996e-06,True
4,23,500.0,499.99999968918405,-3.108159489784157e-07,6e-06,True
4,24,200.0,199.99999971116475,-2.8883525260425813e-07,3e-06,True
5,1,200.0,199.99999999622523,-3.7747724945802474e-09,3e-06,True
5,2,100.0,99.99999987846022,-1.215397844589461e-07,2e-06,True
5,3,100.0,99.99999999658807,-3.4119267411369947e-09,2e-06,True
5,4,500.0,499.9999999979957,-2.0042989490320906e-09,6e-06,True
5,6,200.0,199.9999999566528,-4.334719960752409e-08,3e-06,True
5,7,200.0,199.99999952706494,-4.7293505645029654e-07,3e-06,True
5,8,500.0,499.9999995584212,-4.415787770994939e-07,6e-06,True
5,9,800.0,799.9999999920084,-7.991616257640999e-09,9e-06,True
5,10,1000.0,999.999999989161,-1.0839016795216594e-08,1.1000000000000001e-05,True
5,11,500.0,499.9999999919196,-8.080405677901581e-09,6e-06,True
5,12,200.0,199.9999999960704,-3.9296139675570885e-09,3e-06,True
5,13,200.0,199.99999999544949,-4.5505146317736944e-09,3e-06,True
5,14,100.0,99.99999995789464,-4.210535564652673e-08,2e-06,True
5,15,200.0,199.99999998893182,-1.1068181038353941e-08,3e-06,True
5,16,500.0,499.9999995009893,-4.990106958757679e-07,6e-06,True
5,17,200.0,199.99999998572642,-1.4273581427914905e-08,3e-06,True
5,19,100.0,99.99999998666341,-1.3336588722268061e-08,2e-06,True
