major_coordinate,path_row_zero_based,reference_flow,raw_solution
0,0,400.0,99.99999999991077
1,1,400.0,99.99999999964834
2,2,2000.0,499.9999999981338
3,3,800.0000000035942,199.99981372818962
4,5,1199.9999996515796,299.9737756573911
5,7,1999.9999995894905,499.9631332358107
6,10,3199.99999965158,799.9732280073976
7,12,2000.000000015934,499.9028956188292
8,16,5199.9999999911615,1299.8373120136835
9,24,2000.000000005058,499.9440724385813
10,26,800.0,199.9999999991005
11,27,2000.0,499.9999999984994
12,28,1200.0000000218772,298.0018704448419
13,36,1999.9999999394304,495.3626678332808
14,43,1500.835734951696,499.65337588132803
15,58,1600.0000000077064,399.68061854660766
16,61,399.99999944816494,99.73500631469878
17,72,1200.0000000646708,299.41692120433163
18,79,1199.9999997709403,297.60298397635114
19,88,400.0000000061394,93.39705999905408
20,92,912.9510362166766,347.0463528861743
21,102,1199.9999999647655,298.3981566119537
22,106,400.0,99.9999997114875
23,107,400.0,99.99999999991098
24,108,400.0000000047401,99.92626424205511
25,111,800.0000000042451,199.91701219390362
26,112,400.0,99.99999987866197
27,113,1600.0,399.9999999221868
28,114,800.0,199.99999949258958
29,115,1600.0,399.9999995239412
30,119,800.0000000204141,199.99251847515345
31,126,2400.0000000426644,599.8632619072757
32,128,800.0000000520805,199.6104628034705
33,135,400.0000000047401,99.92739170477003
34,137,1200.00000000474,299.9384164642584
35,140,400.00000006699975,97.99266147742865
36,152,400.0000000357226,99.59236705726967
37,159,1149.3675851789326,399.84496350894204
38,161,501.7287580179012,199.789268802488
39,165,399.9999999236288,99.91856743322613
40,167,399.9999999286763,99.91208498544262
41,178,400.0000000538551,99.7978057285304
42,181,400.0,99.99999999963715
43,182,400.00000000474006,99.98717411656163
44,184,800.0,199.99999999847608
45,185,400.0,99.9999999966363
46,187,1165.8229839221794,299.9938349025039
47,189,379.1681407645896,99.97207878451783
48,192,771.8548878515248,199.99143350475856
49,193,400.0,99.99999998860721
50,194,1199.999999962028,299.9418359372873
51,198,1200.0000000050582,299.96925724593154
52,200,800.0,199.99999999945683
53,201,400.0,99.99999999883703
54,202,400.0000000102205,98.13997950850823
55,208,399.9999999370023,94.91440825185576
56,220,476.5656917626145,199.88320998632267
57,230,400.0000000077353,99.7742954403953
58,235,206.9772881656993,71.53701012345037
59,244,399.9999999572996,98.63502162672724
60,247,2000.0,499.99999999826696
61,249,800.000000004245,199.9759552129394
62,250,800.0,199.9999999986204
63,251,2000.0,499.9999999981883
64,252,1600.0,399.99999995482705
65,253,1600.0,399.99999952523916
66,254,2800.0,699.9999995565955
67,255,2800.0,699.9999999901685
68,256,4799.999999947761,1199.9820330914417
69,258,5600.0,1399.9999999939894
70,259,2400.000000006716,599.9889752379798
71,261,2400.000000006716,599.9999999974697
72,263,2000.0,499.99999995994006
73,265,1999.999999926256,499.08947962603423
74,271,2617.4931061998545,799.5806440431012
75,279,1999.9999999944891,499.71365411480014
76,284,399.9999998477351,99.90952414525331
77,292,799.9999999291678,199.65415312711082
78,298,1199.9999997604289,298.7814133561299
79,308,800.000000006803,194.72234238611773
80,320,1599.9999997512537,394.80273678242673
81,329,1999.9999988303084,497.39090349930126
82,331,800.0000000056029,197.79853352221375
83,334,800.0000000035942,199.9999999962209
84,336,400.0,99.99999987846022
85,337,400.0,99.99999999658807
86,338,2000.0,499.9999999979957
87,339,800.0,199.9999999566528
88,340,800.0,199.99999952706494
89,341,2000.0,499.9999995584212
90,342,3200.0,799.9999999920084
91,343,4000.0,999.999999989161
92,344,2000.0,499.9999999919196
93,345,800.0000000067155,199.90617369979276
94,347,800.0000000067155,199.9171984592827
95,349,400.0000000072165,99.99671909531743
96,351,800.0000000005007,199.63995240521888
97,359,1499.5483461271149,499.9999995007782
