path_id,o_zone_id,d_zone_id,volume,link_sequence,path_row_zero_based,class,raw_reconstructed_flow
1,1,2,400.0,1,0,major,99.99999999991077
2,1,3,400.0,2,1,major,99.99999999964834
3,1,4,2000.0,2;6,2,major,499.9999999981338
4,1,5,800.0000000035942,2;6;9,3,major,199.99981372818962
5,1,5,-3.594191561932354e-09,1;4;15,4,minor,0.00018626809512709008
6,1,6,1199.9999996515796,1;4,5,major,299.9737756573911
7,1,6,3.484202180526882e-07,2;6;9;12,6,minor,0.026224264709548084
8,1,7,1999.9999995894905,1;4;16;20,7,major,499.9631332358107
9,1,7,3.4842020580639257e-07,2;6;9;12;16;20,8,minor,0.030267768425260688
10,1,7,6.208947295569535e-08,1;4;16;22;50;54,9,minor,0.006598488289847992
11,1,8,3199.99999965158,1;4;16,10,major,799.9732280073976
12,1,8,3.484201989246776e-07,2;6;9;12;16,11,minor,0.026771516481036928
13,1,9,2000.000000015934,2;6;9;13,12,major,499.9028956188292
14,1,9,-3.5941915692844413e-09,1;4;15;13,13,minor,1.8305558457942794e-11
15,1,9,-7.480295163904756e-09,2;7;36;32;26,14,minor,0.06845243191918482
16,1,9,-4.859285508344513e-09,2;6;10;32;26,15,minor,0.028651937541219863
17,1,10,5199.9999999911615,2;6;9;13;25,16,major,1299.8373120136835
18,1,10,-5.421529403829515e-09,2;7;36;32,17,minor,0.07173329454629879
19,1,10,5.2238760562633904e-08,2;6;10;32,18,minor,0.031932800994349614
20,1,10,-8.841601282227797e-09,1;4;16;22;48,19,minor,0.007295245056782751
21,1,10,-3.5941915723006996e-09,1;4;15;13;25,20,minor,0.0034671306627992934
22,1,10,-8.845333117081517e-09,2;6;9;12;16;22;48,21,minor,0.0300523746418985
23,1,10,-8.841601281787644e-09,1;4;16;20;18;55;48,22,minor,0.011272864604047417
24,1,10,-7.856191265320576e-09,1;4;16;21;25,23,minor,0.0069342613232536154
25,1,11,2000.000000005058,2;6;10,24,major,499.9440724385813
26,1,11,-5.0579795041724675e-09,2;7;36,25,minor,0.05592755349796219
27,1,12,800.0,2;7,26,major,199.9999999991005
28,1,13,2000.0,2;7;37,27,major,499.9999999984994
29,1,14,1200.0000000218772,2;6;10;34,28,major,298.0018704448419
30,1,14,-5.057979502427778e-09,2;7;36;34,29,minor,0.02518480701913195
31,1,14,-5.1625192776925985e-09,2;7;37;39;76;71,30,minor,1.8852052574389055
32,1,14,-4.298300586693446e-09,1;4;15;11;10;34,31,minor,0.054406212132003695
33,1,14,-7.358227590036476e-09,2;6;9;13;25;27;34,32,minor,0.03333323720952647
34,1,15,5.22387672232525e-08,2;6;10;34;41,33,minor,0.1552859518095019
35,1,15,-5.421529366651783e-09,2;7;36;34;41,34,minor,0.19508644247391826
36,1,15,-5.511394193341426e-09,2;7;37;39;75;65;67,35,minor,0.12337995952348552
37,1,15,1999.9999999394304,2;6;9;13;25;28,36,major,495.3626678332808
38,1,15,-5.511394191597558e-09,2;7;37;39;76;72;67,37,minor,1.949093215663747
39,1,15,-8.261141387390904e-09,1;4;16;22;49;53;57,38,minor,0.013623255959130165
40,1,15,5.2238760808393744e-08,2;6;10;32;28,39,minor,0.0347877777764084
41,1,15,-5.421529402452161e-09,2;7;36;32;28,40,minor,0.07458827126149628
42,1,15,-5.511394190083539e-09,2;7;37;39;76;71;41,41,minor,2.055106893225601
43,1,15,-8.269536650280041e-09,2;6;9;12;16;22;49;53;57,42,minor,0.036380385537733456
44,1,16,1500.835734951696,1;4;16;22,43,major,499.65337588132803
45,1,16,3.484202118322544e-07,2;6;9;12;16;22,44,minor,0.026074759543675524
46,1,16,499.1642642487967,1;4;16;20;18;55,45,minor,0.1631534320372845
47,1,16,8.473770924101571e-08,2;6;9;13;25;29,46,minor,0.03005237579640596
48,1,16,-5.632599103392702e-09,2;7;36;32;29,47,minor,0.06845243198445572
49,1,16,2.756192710857037e-08,2;6;10;32;29,48,minor,0.028651937994970317
50,1,16,3.48420261529103e-07,2;6;9;12;16;20;18;55,49,minor,0.030052379766294046
51,1,16,-3.999901143206108e-09,1;4;15;13;25;29,50,minor,0.00018626809677124365
52,1,17,-7.638041340016265e-09,1;4;16;22;49,51,minor,0.008203724491957054
53,1,17,-7.653504549037921e-09,2;6;9;12;16;22;49,52,minor,0.03096085406365834
54,1,17,-7.638041338156551e-09,1;4;16;20;18;55;49,53,minor,0.012181344036869851
55,1,17,-7.695497009326633e-09,2;6;9;13;25;29;49,54,minor,0.03493847360148064
56,1,17,-8.467072553732287e-09,2;7;36;32;29;49,55,minor,0.07333853104608451
57,1,17,-7.777778779401708e-09,2;6;10;32;29;49,56,minor,0.03353803667450758
58,1,17,-7.653504547200613e-09,2;6;9;12;16;20;18;55;49,57,minor,0.034938473608496445
59,1,17,1600.0000000077064,2;6;9;13;25;30,58,major,399.68061854660766
60,1,17,-5.421529401891728e-09,2;7;36;32;30,59,minor,0.0655412458343444
61,1,17,5.2238760908399536e-08,2;6;10;32;30,60,minor,0.025740752137454997
62,1,18,399.99999944816494,1;4;16;20;18,61,major,99.73500631469878
63,1,18,3.484202788095839e-07,2;6;9;12;16;20;18,62,minor,0.029120675285579378
64,1,18,8.74589630594811e-08,1;4;16;22;50,63,minor,0.019182301165201143
65,1,18,6.66239433559392e-08,2;6;9;12;16;22;50,64,minor,0.04193943120790239
66,1,18,3.803936268744469e-08,2;6;9;13;25;29;50,65,minor,0.04591705020607548
67,1,18,-5.819919878561544e-09,2;7;36;32;29;50,66,minor,0.08431710684666749
68,1,18,1.711243132557612e-08,2;6;10;32;29;50,67,minor,0.04451661279064159
69,1,19,-7.919310717784493e-09,1;4;16;22;49;53,68,minor,0.014395773213887963
70,1,19,-7.931319755397435e-09,2;6;9;12;16;22;49;53,69,minor,0.037152902788669145
71,1,19,-7.919310716330482e-09,1;4;16;20;18;55;49;53,70,minor,0.0183733927593199
72,1,19,-5.057979502428016e-09,2;7;36;34;41;45,71,minor,0.1943139249532635
73,1,19,1200.0000000646708,2;6;10;34;41;45,72,major,299.41692120433163
74,1,19,-7.964026688563935e-09,2;6;9;13;25;29;49;53,73,minor,0.041130522327043895
75,1,19,-6.096784432298593e-09,1;4;16;20;18;56;61,74,minor,0.03584410695409064
76,1,19,-5.162519281536487e-09,2;7;37;39;75;65;67;45,75,minor,0.12260744201672868
77,1,19,-8.590713896617715e-09,2;7;36;32;29;49;53,76,minor,0.07953057977343897
78,1,19,-8.028518395090694e-09,2;6;10;32;29;49;53,77,minor,0.03973008539975115
79,1,20,6.799722599808034e-08,1;4;16;20;18;56,78,minor,0.0350715906547779
80,1,20,1199.9999997709403,2;7;37;39;75;64,79,major,297.60298397635114
81,1,20,3.3324368398211946e-08,1;4;16;22;50;56,80,minor,0.04789034985870241
82,1,20,5.405743282524895e-08,2;6;9;12;16;20;18;56,81,minor,0.05782872050988169
